Review Text,stemming,tokens,weights,total_score,Sentimen
game scam,scam,['scam'],[0],0,Positive
Game ngantuk ngebosenin bansos juga kaga ada👎,ngantuk ngebosenin bansos kagak,"['ngantuk', 'ngebosenin', 'bansos', 'kagak']","[-2, 0, -1, -3]",-6,Negative
best game :),best,['best'],[5],5,Positive
bagus aja sih gameplaynya enjoy aja bagiku tapi kalo dah yang bagian TV ampun gweh mah ✋😂🤚 kadang ribet selesaiinnya dan mohon di optimalisasi kan lagi gamenya! snapdragon 860 masih patah2 ya maklum ram HP saya 6,bagus gameplaynya enjoy bagi deh tv ampun gweh mah kadang ribet selesaiinnya optimalisasi snapdragon patah maklum ram hp,"['bagus', 'gameplaynya', 'enjoy', 'bagi', 'deh', 'tv', 'ampun', 'gweh', 'mah', 'kadang', 'ribet', 'selesaiinnya', 'optimalisasi', 'snapdragon', 'patah', 'maklum', 'ram', 'hp']","[5, 0, 3, -4, 0, 0, -3, 0, 0, 3, -4, 0, -2, 0, -4, -2, 0, 0]",-8,Negative
"Kok aku main rata kiri malah keluar sendiri ya, padahal udah pake device iphone 15 pro max",rata kiri pakai device iphone pro max,"['rata', 'kiri', 'pakai', 'device', 'iphone', 'pro', 'max']","[-4, -3, 0, 0, 0, 0, 0]",-7,Negative
"Sejauh ini masih aman main di Chipset naga 778G ,masih tergolong bersahabat untuk hp gue, mantap Z.Z.Z👍",aman chipset naga tidak golong sahabat hp mantap,"['aman', 'chipset', 'naga', 'tidak', 'golong', 'sahabat', 'hp', 'mantap']","[2, 0, 0, -5, 0, -4, 0, 5]",-2,Negative
King,king,['king'],[0],0,Positive
Mantap seru coyy,mantap seru coyy,"['mantap', 'seru', 'coyy']","[5, 5, 0]",10,Positive
"ini game lancar2 aja dah. knp banyak yg spam 1 coba. gw coba di 13T Dimensity 8200 ama ipad M1 lancar rata kanan jg. kan emg minimal Snapdragon 855 atau dimensity 1200 keatas rekomendasi nya. baca deskripsi makanya bang . kalo pake kaya dimensity 7000, 6000 apalagi helio g series dan Snapdragon 600 an kebawah jgn maksain, sadar device dulu🙄",lancar deh spam coba coba dimensity ipad lancar rata kanan minimal snapdragon dimensity atas rekomendasi baca deskripsi abang pakai dimensity hio tidak series snapdragon an bawah jangan paksa sadar device,"['lancar', 'deh', 'spam', 'coba', 'coba', 'dimensity', 'ipad', 'lancar', 'rata', 'kanan', 'minimal', 'snapdragon', 'dimensity', 'atas', 'rekomendasi', 'baca', 'deskripsi', 'abang', 'pakai', 'dimensity', 'hio', 'tidak', 'series', 'snapdragon', 'an', 'bawah', 'jangan', 'paksa', 'sadar', 'device']","[-2, 0, -3, -1, -1, 0, 0, -2, -4, 0, -3, 0, 0, -4, 0, -1, -4, 0, 0, 0, 0, -5, 0, 0, 0, 0, -3, -4, -1, 0]",-38,Negative
"Unik sih gameplaynya, cuma ya kurang compatible aja d Android, smoga d perbaik",unik gameplaynya kurang compatible android moga baik,"['unik', 'gameplaynya', 'kurang', 'compatible', 'android', 'moga', 'baik']","[0, 0, -4, 2, 0, 1, 5]",4,Positive
Kenapa harus pakai televisi jadi males mainya,pakai televisi malas mai,"['pakai', 'televisi', 'malas', 'mai']","[0, 0, -4, 0]",-4,Negative
"Game ini sangat seru untuk sekelas game gratis, saya bersyukur punya kesempatan untuk memainkannya (karena device saya dewa)",seru kelas gratis syukur sempat main device dewa,"['seru', 'kelas', 'gratis', 'syukur', 'sempat', 'main', 'device', 'dewa']","[5, -3, 5, 5, 0, -2, 0, 0]",10,Positive
"masalah grafis ini rajanya,. tapi tolonglah TV yang ada di game ini hilangkan, ini game 99% TV, 1% battle.. 😢",grafis raja tolong tv hilang tv battle,"['grafis', 'raja', 'tolong', 'tv', 'hilang', 'tv', 'battle']","[1, 0, -2, 0, -4, 0, 0]",-5,Negative
Penipuan bansos katany free pull manaaaaaaaaaaa iklannnn doanggg,tipu bansos katany free pull iklan doang,"['tipu', 'bansos', 'katany', 'free', 'pull', 'iklan', 'doang']","[0, -1, 0, 3, 0, 0, -1]",1,Positive
aku cinta lycaon 💋,cinta lycaon,"['cinta', 'lycaon']","[3, 0]",3,Positive
"Tidak optimal di android, khusus saat membuka menu gacha dan toko langsung force close, tapi saat bermain di kota/ pertempuran ini lancar 60fps.... Saya merasa ini bukan masalah device saya,sangat tak masuk akal. Saya berjanji akan menilai ★5 setelah masalah ini diperbaiki..",tidak optimal android buka menu gacha toko force close main kota tempur lancar fps bukan device sayasangat tak akal janji nilai baik,"['tidak', 'optimal', 'android', 'buka', 'menu', 'gacha', 'toko', 'force', 'close', 'main', 'kota', 'tempur', 'lancar', 'fps', 'bukan', 'device', 'sayasangat', 'tak', 'akal', 'janji', 'nilai', 'baik']","[-5, 0, 0, -3, 0, -3, 0, -3, -4, -2, -1, 0, -2, -4, -3, 0, 0, 0, 0, 0, 5, 5]",-20,Negative
Hp gk kuat gk maksa lah sok sok kasih bintang satu,hp tidak kuat tidak maksa sok sok kasih bintang,"['hp', 'tidak', 'kuat', 'tidak', 'maksa', 'sok', 'sok', 'kasih', 'bintang']","[0, -5, -3, -5, -5, 0, 0, 1, 0]",-17,Negative
Gem gak jelas,gem tidak,"['gem', 'tidak']","[0, -5]",-5,Negative
Game nya seru... Semoga terus berkembang nih game!!!,seru moga kembang,"['seru', 'moga', 'kembang']","[5, 1, 3]",9,Positive
nicole wangy:3,nicole wangy,"['nicole', 'wangy']","[0, 0]",0,Positive
Mana 100 tiketnya ?,tiket,['tiket'],[0],0,Positive
"Bagus game ya... Tapi mungkin bisa lebih dioptimalkan lagi, biar bisa lebih smooth game play ny",bagus optimal biar smooth play,"['bagus', 'optimal', 'biar', 'smooth', 'play']","[5, 0, -3, 3, 0]",5,Positive
Sangat bagus banyakin karakter tobrut,bagus banyak karakter tobrut,"['bagus', 'banyak', 'karakter', 'tobrut']","[5, -3, 0, 0]",2,Positive
No 100 free pulls,no free pulls,"['no', 'free', 'pulls']","[0, 3, 0]",3,Positive
"Sangattttt bagusss animasinya, device mid lancarr jaya best optimasi, bansos banyak daripada hsr, game baik",bagus animasi device mid lancarr jaya best optimasi bansos hsr,"['bagus', 'animasi', 'device', 'mid', 'lancarr', 'jaya', 'best', 'optimasi', 'bansos', 'hsr']","[5, 0, 0, 0, 0, 4, 5, 0, -1, 0]",13,Positive
17 gb baru rilis mah kegedean,gb rilis mah gede,"['gb', 'rilis', 'mah', 'gede']","[-3, 3, 0, -2]",-2,Negative
"Thanks Mihoyo sudah merilis zzz, game yang saya tunggu sejak beta test. Dengan membawakan Tema baru, Story baru, char baru, dan tentunya battle combat baru Karena dapet char Ellen di 10 pull, saya kasih bintang 5",thanks mihoyo rilis tunggu beta test bawa tema story char battle combat char ellen pull kasih bintang,"['thanks', 'mihoyo', 'rilis', 'tunggu', 'beta', 'test', 'bawa', 'tema', 'story', 'char', 'battle', 'combat', 'char', 'ellen', 'pull', 'kasih', 'bintang']","[4, 0, 3, -2, -3, 0, -3, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0]",5,Positive
"Dev you say android supported device; Cpu: Snapdragon 855, Dimensity 1200, and Kirin 990, with RAM 8 GB or higher. But why i always stuck in loading shader at 89,01% even my device using Dimensity 7020 with RAM 12 GB. Btw im using Infinix Note 40 Pro+. ONE MORE THING DEV I DONT NEED YOUR APOLOGIZE JUST FIX THAT PROBLEM",dev you sayang android supported device cpu snapdragon dimensity and kirin with ram gb higher but why always stuck loading shader at even my device using dimensity with ram gb btw im using infinix note pro one more thing dev dont need your apologize just fix that problem,"['dev', 'you', 'sayang', 'android', 'supported', 'device', 'cpu', 'snapdragon', 'dimensity', 'and', 'kirin', 'with', 'ram', 'gb', 'higher', 'but', 'why', 'always', 'stuck', 'loading', 'shader', 'at', 'even', 'my', 'device', 'using', 'dimensity', 'with', 'ram', 'gb', 'btw', 'im', 'using', 'infinix', 'note', 'pro', 'one', 'more', 'thing', 'dev', 'dont', 'need', 'your', 'apologize', 'just', 'fix', 'that', 'problem']","[0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -2, 0, -4, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4]",-22,Negative
"Gamenya BAGUS, characternya smooth dan ekspresif, Battlenya KEREN SEKALI tidak seperti genshin ama wuthering waves yg membosankan.",bagus characternya smooth ekspresif battlenya keren tidak genshin wuthering waves bosan,"['bagus', 'characternya', 'smooth', 'ekspresif', 'battlenya', 'keren', 'tidak', 'genshin', 'wuthering', 'waves', 'bosan']","[5, 0, 3, 0, 0, 5, -5, 0, 0, 0, 0]",8,Positive
Kaya main Persona vibe nya,persona vibe,"['persona', 'vibe']","[0, 0]",0,Positive
"Boring, hack n slash no jump? What a joke man , even genshin better enethought thats not their main focus",boring hack slash no jump what joke man even genshin better enethought thats not their focus,"['boring', 'hack', 'slash', 'no', 'jump', 'what', 'joke', 'man', 'even', 'genshin', 'better', 'enethought', 'thats', 'not', 'their', 'focus']","[-3, -4, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0]",-9,Negative
"Story mantap, gameplay baru asik banget, dan enjoy lah",story mantap gameplay asik enjoy,"['story', 'mantap', 'gameplay', 'asik', 'enjoy']","[5, 5, 2, 4, 3]",19,Positive
Jelek,jelek,['jelek'],[-5],-5,Negative
BENERIN BUG NYA WOEEI .... FILE SIZE GEDE TPI PAS MAIN LAYAR ITEM ... YG BNER AJA 🗿🗿🗿,benerin bug woeei file size gede pas layar item,"['benerin', 'bug', 'woeei', 'file', 'size', 'gede', 'pas', 'layar', 'item']","[0, -5, 0, 0, -3, -2, 3, -2, -4]",-13,Negative
"Tolong segerakan emergency update min, sumpah ga nyangka bgt ratingnya dibawah game kyikir",tolong segera emergency update min sumpah tidak sangka ratingnya bawah kyikir,"['tolong', 'segera', 'emergency', 'update', 'min', 'sumpah', 'tidak', 'sangka', 'ratingnya', 'bawah', 'kyikir']","[-2, -3, 0, -5, 0, -3, -5, -3, 0, 0, 0]",-21,Negative
"Gamenya sebenernya bagus,animasinya mantab gila,combat mekaniknya simple namun satisfying...cuma kekurangannya cuma 1,buat device hp bagian UI controlernya nggak bisa di setting,jadi bikin nggak nyaman kalo main,apa lagi penempatan tombol dodge disebelah kanan basic attack itu agak aneh menurut saya,jadi saran saya ayo lah berikan opsi custom UI control buat device HP,kebiasaan buruk mihoyo banget dah...",bagusanimasinya mantab gilacombat mekanik simple satisfyingcuma kurang device hp ui controlernya tidak settingjadi bikin tidak nyaman mainapa tempat tombol dodge belah kanan basic attack aneh sayajadi saran ayo opsi custom ui control device hpkebiasaan buruk mihoyo deh,"['bagusanimasinya', 'mantab', 'gilacombat', 'mekanik', 'simple', 'satisfyingcuma', 'kurang', 'device', 'hp', 'ui', 'controlernya', 'tidak', 'settingjadi', 'bikin', 'tidak', 'nyaman', 'mainapa', 'tempat', 'tombol', 'dodge', 'belah', 'kanan', 'basic', 'attack', 'aneh', 'sayajadi', 'saran', 'ayo', 'opsi', 'custom', 'ui', 'control', 'device', 'hpkebiasaan', 'buruk', 'mihoyo', 'deh']","[0, 0, 0, 0, 3, 0, -4, 0, 0, 0, 0, -5, 0, 0, -5, 4, 0, -3, 0, 0, -5, 0, 0, 0, -4, 0, -3, 4, 0, 0, 0, 0, 0, 0, -5, 0, 0]",-23,Negative
"Bboring bet gameplay nya, skill set dikit, combo cuma swap char, open world nanggung, yg bagus cuma movement yg smooth",bboring gameplay skill set dikit combo swap char open world nanggung bagus movement smooth,"['bboring', 'gameplay', 'skill', 'set', 'dikit', 'combo', 'swap', 'char', 'open', 'world', 'nanggung', 'bagus', 'movement', 'smooth']","[0, 2, 0, 0, -4, 0, 0, 0, -3, 0, 0, 5, 0, 3]",3,Positive
Bagus,bagus,['bagus'],[5],5,Positive
"Knp gw ga bisa summon char, selalu force close, main game nya bisa, cuman summon dan beberapa fitur lainnya tidak",tidak summon char force close cuman summon fitur tidak,"['tidak', 'summon', 'char', 'force', 'close', 'cuman', 'summon', 'fitur', 'tidak']","[-5, 0, 0, -3, -4, 0, 0, 0, -5]",-17,Negative
"Jelek, ngantuk, kikir lagi 😴",jelek ngantuk kikir,"['jelek', 'ngantuk', 'kikir']","[-5, -2, 4]",-3,Negative
Compatibility on my device but why is the screen all black please fix it immediately,compatibility on my device but why is the screen all black please fix immediately,"['compatibility', 'on', 'my', 'device', 'but', 'why', 'is', 'the', 'screen', 'all', 'black', 'please', 'fix', 'immediately']","[0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, -3, 0, 0]",-5,Negative
Gamenya seru,seru,['seru'],[5],5,Positive
Game nya pas login gak bisa padahal di genshin impact bisa padahal udah nunggu lama 😭😭😭,pas login tidak genshin impact tunggu,"['pas', 'login', 'tidak', 'genshin', 'impact', 'tunggu']","[3, 0, -5, 0, 0, -2]",-4,Negative
"Overall bagus banget tapi masih banyak bug, sering force closed",overall bagus bug force closed,"['overall', 'bagus', 'bug', 'force', 'closed']","[0, 5, -5, -3, -3]",-6,Negative
Downloadnya sih 17gb an setelah selesai jadi 19gb hampir 20gb...kurang memuaskan untuk ukuran gamenya seisinya...gacha pun sama seampas2 nya game gacha masih mendingan di Genshin (-_-) Belum ada sehari udah tak hapus gamenya.,downloadnya gb an selesai gb gbkurang muas ukur seisinyagacha ampas gacha mending genshin belum hari tak hapus,"['downloadnya', 'gb', 'an', 'selesai', 'gb', 'gbkurang', 'muas', 'ukur', 'seisinyagacha', 'ampas', 'gacha', 'mending', 'genshin', 'belum', 'hari', 'tak', 'hapus']","[0, -3, 0, -2, -3, 0, 5, 3, 0, -3, -3, -3, 0, -2, 0, 0, -3]",-14,Negative
"Walopun sizenya gede tapi game ini msih terbilang lancar di hp saya. Smoga aja hal sperti ini msih terjaga hingga update2 kedepannya, dan tentu saja adain banyak event bagi player f2p, biar playernya makin betah. Thanks",walopun sizenya gede bilang lancar hp moga jaga update depan ada event player fp biar playernya betah thanks,"['walopun', 'sizenya', 'gede', 'bilang', 'lancar', 'hp', 'moga', 'jaga', 'update', 'depan', 'ada', 'event', 'player', 'fp', 'biar', 'playernya', 'betah', 'thanks']","[0, 0, -2, 0, -2, 0, 1, -3, -5, 0, -3, 0, 0, 0, -3, 0, 0, 4]",-13,Negative
"tolong di fix blackscreenya. hp oppo a96 padahal bisa seting rata kanan dan lancar, tapi sayangnya masih blackscreen, udh instal ulang 3x tapi masih sama aja, tolong secepatnya di fix ya",tolong fix blackscreenya hp oppo ting rata kanan lancar sayang blackscreen instal ulang tolong cepat fix,"['tolong', 'fix', 'blackscreenya', 'hp', 'oppo', 'ting', 'rata', 'kanan', 'lancar', 'sayang', 'blackscreen', 'instal', 'ulang', 'tolong', 'cepat', 'fix']","[-2, 0, 0, 0, 0, 0, -4, 0, -2, -3, 0, 0, 0, -2, -3, 0]",-16,Negative
SAMPAH,sampah,['sampah'],[-4],-4,Negative
"Kukira bakalan seru explore nya kayak gta campur gensin gitu eh ternyata taik cuma mainin pazel di komputer explore nya beda sama expetasi gue beda juga ama isu"" Pas sebelum rilis",kira seru explore gta campur gensin eh tahi mainin pazel komputer explore beda expetasi beda isu pas rilis,"['kira', 'seru', 'explore', 'gta', 'campur', 'gensin', 'eh', 'tahi', 'mainin', 'pazel', 'komputer', 'explore', 'beda', 'expetasi', 'beda', 'isu', 'pas', 'rilis']","[-2, 5, 0, 0, 5, 0, 0, -5, -2, 0, 0, 0, -2, 0, -2, -1, 3, 3]",2,Positive
Saya sangat menyukai game ini tapi di ke esokan hari saya tidak bisa masuk game nya karena selalu forclose dengan sendirinya Tolong di perbaiki lagi terimakasih,suka esok tidak forclose tolong baik terimakasih,"['suka', 'esok', 'tidak', 'forclose', 'tolong', 'baik', 'terimakasih']","[3, -2, -5, 0, -2, 5, 5]",4,Positive
"Semuanya bagus, cuma kurang optimasi lagi untuk chipset yg rendah",bagus kurang optimasi chipset rendah,"['bagus', 'kurang', 'optimasi', 'chipset', 'rendah']","[5, -4, 0, 0, -5]",-4,Negative
Kikir🗿,kikir,['kikir'],[4],4,Positive
Keren,keren,['keren'],[5],5,Positive
Di bikin simpel bisa gak sih cokk,bikin simpel tidak cokk,"['bikin', 'simpel', 'tidak', 'cokk']","[0, 3, -5, 0]",-2,Negative
"yahh masih layar hitam pas mau masuk, berkali kali malahh, padahal wifi nya lancar aja buat main genshin",layar hitam pas kali malahh wifi lancar genshin,"['layar', 'hitam', 'pas', 'kali', 'malahh', 'wifi', 'lancar', 'genshin']","[-2, -4, 3, 0, 0, 0, -2, 0]",-5,Negative
Seru gamenya,seru,['seru'],[5],5,Positive
Boring,boring,['boring'],[-3],-3,Negative
Entah kenapa waktu mau ngebuka event atau ngegacha sering force close gitu....,waktu ngebuka event ngegacha force close,"['waktu', 'ngebuka', 'event', 'ngegacha', 'force', 'close']","[0, 0, 0, 0, -3, -4]",-7,Negative
Menurut ku bansos untuk bener utama nya kurang sih yang banyak nya cuman bener yang umum tolong beri kami bansos untuk bener utama nya,ku bansos utama kurang cuman umum tolong bansos utama,"['ku', 'bansos', 'utama', 'kurang', 'cuman', 'umum', 'tolong', 'bansos', 'utama']","[0, -1, 0, -4, 0, 1, -2, -1, 0]",-7,Negative
Game yang seru 😁,seru,['seru'],[5],5,Positive
Nice boi,nice boi,"['nice', 'boi']","[4, 0]",4,Positive
Sering keluar sendiri padahal game kakaknya biasa aja,kakak,['kakak'],[0],0,Positive
Smooth banget cuuk,smooth cuuk,"['smooth', 'cuuk']","[3, 0]",3,Positive
"Bagus sih, tapi sudah tidak relevan",bagus tidak relevan,"['bagus', 'tidak', 'relevan']","[5, -5, 0]",0,Positive
"Jujur saat battle cukup bagus, dan musik keren-keren, sayang ultimate skill berapa karakter sangat biasa. Menurut saya membuat game ini membosankan 80% lebih kita cuma liat monitor, bahkan side quest nya pun liat monitor, apa yang menyenangkan main game tap2 monitor ke monitor lainya. Juga Karakter yg didapatkan dari gacha hanya digunakan saat battle saja.",jujur battle bagus musik kerenkeren sayang ultimate skill karakter bosan monitor side quest monitor senang tap monitor monitor lai karakter dapat gacha battle,"['jujur', 'battle', 'bagus', 'musik', 'kerenkeren', 'sayang', 'ultimate', 'skill', 'karakter', 'bosan', 'monitor', 'side', 'quest', 'monitor', 'senang', 'tap', 'monitor', 'monitor', 'lai', 'karakter', 'dapat', 'gacha', 'battle']","[1, 0, 5, 2, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, -2, -3, 0]",5,Positive
"Game nya dh bagus,tapi kekurangan sering force close waktu main nya mohon di perbaiki",dah bagustapi kurang force close waktu baik,"['dah', 'bagustapi', 'kurang', 'force', 'close', 'waktu', 'baik']","[-3, 0, -4, -3, -4, 0, 5]",-9,Negative
Game bagus baru mulai dapat 2 S rank Koleda sama soldier 11 memudahkan push story + lucy + bangbo S tier mantap sering2 kasih bansos event banyak,bagus rank koleda soldier mudah push story lucy bangbo tier mantap kasih bansos event,"['bagus', 'rank', 'koleda', 'soldier', 'mudah', 'push', 'story', 'lucy', 'bangbo', 'tier', 'mantap', 'kasih', 'bansos', 'event']","[5, 0, 0, 0, -1, 0, 5, 0, 0, 0, 5, 1, -1, 0]",14,Positive
"Gue sudah uninstall, Game nya suka keluar sendiri.. Kalau untuk permainan nya cukup bagus Hanya itu aja kendala nya suka foreclose😑😑😑",uninstall suka main bagus kendala suka foreclose,"['uninstall', 'suka', 'main', 'bagus', 'kendala', 'suka', 'foreclose']","[0, 3, -2, 5, 0, 3, 0]",9,Positive
Rerol terus gak s anjir,rol tidak anjir,"['rol', 'tidak', 'anjir']","[0, -5, -3]",-8,Negative
Naise😹👍. I love it.,naise love,"['naise', 'love']","[0, 5]",5,Positive
game nya kurang optimize terutama di town,kurang optimize town,"['kurang', 'optimize', 'town']","[-4, 0, 0]",-4,Negative
Good game,good,['good'],[5],5,Positive
"Combat, karakter design, dan story udah lumayan bagus. Worldbuildingnya juga lumayan oke, meskipun masih ada beberapa hal yang perlu ditingkatkan (seperti bagian TV-TV itu). Menurut saya akan lebih baik jika sesi combatnya diperbanyak lagi, karena combat yang saya rasa paling bagus di game ini.",combat karakter design story lumayan bagus worldbuildingnya lumayan oke tingkat tvtv sesi combatnya banyak combat bagus,"['combat', 'karakter', 'design', 'story', 'lumayan', 'bagus', 'worldbuildingnya', 'lumayan', 'oke', 'tingkat', 'tvtv', 'sesi', 'combatnya', 'banyak', 'combat', 'bagus']","[0, 0, 0, 5, -2, 5, 0, -2, 3, 1, 0, 0, 0, -3, 0, 5]",12,Positive
Bagus,bagus,['bagus'],[5],5,Positive
Free 120 pull?lucu banget hoyeverse harus nguli dulu biar dpt pull:v,free pulucu hoyeverse nguli biar pullv,"['free', 'pulucu', 'hoyeverse', 'nguli', 'biar', 'pullv']","[3, 0, 0, 0, -3, 0]",0,Positive
